"918","2","http://dbpedia.org/ontology/Person"
"804","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Cleric"
"804","1","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"804","2","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"938","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/IceHockeyPlayer http://dbpedia.org/ontology/WinterSportPlayer"
"938","1","http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/PoliticalParty"
"938","2","http://dbpedia.org/ontology/HockeyTeam http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SportsTeam"
"94","0","http://dbpedia.org/ontology/Company"
"936","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/IceHockeyPlayer"
"936","1","http://dbpedia.org/ontology/HockeyTeam http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SportsTeam"
"936","2","http://dbpedia.org/ontology/IceHockeyLeague http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SportsLeague"
"909","0","http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Building http://dbpedia.org/ontology/Place"
"951","0","http://dbpedia.org/ontology/Person"
"951","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"950","0","http://dbpedia.org/ontology/Person"
"950","1","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"950","2","http://dbpedia.org/ontology/EducationalInstitution http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/University http://dbpedia.org/ontology/School"
"945","0","http://dbpedia.org/ontology/Person"
"945","1","http://dbpedia.org/ontology/Band"
"945","2","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"880","0","http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Building http://dbpedia.org/ontology/Place"
"880","1","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/GovernmentAgency"
"907","0","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/Building"
"931","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/IceHockeyPlayer"
"931","1","http://dbpedia.org/ontology/HockeyTeam http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SportsTeam"
"931","2","http://dbpedia.org/ontology/IceHockeyLeague http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SportsLeague"
"954","0","http://dbpedia.org/ontology/Person"
"954","1","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"954","2","http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"923","0","http://dbpedia.org/ontology/Animal http://dbpedia.org/ontology/Eukaryote http://dbpedia.org/ontology/Horse http://dbpedia.org/ontology/Mammal http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/RaceHorse http://dbpedia.org/ontology/Species"
"923","1","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/ArchitecturalStructure"
"923","2","http://dbpedia.org/ontology/Animal http://dbpedia.org/ontology/Eukaryote http://dbpedia.org/ontology/Horse http://dbpedia.org/ontology/Mammal http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/RaceHorse http://dbpedia.org/ontology/Species"
"923","3","http://dbpedia.org/ontology/Animal http://dbpedia.org/ontology/Eukaryote http://dbpedia.org/ontology/Horse http://dbpedia.org/ontology/Mammal http://dbpedia.org/ontology/RaceHorse http://dbpedia.org/ontology/Species http://dbpedia.org/ontology/Person"
"923","4","http://dbpedia.org/ontology/Animal http://dbpedia.org/ontology/Eukaryote http://dbpedia.org/ontology/Horse http://dbpedia.org/ontology/Mammal http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/RaceHorse http://dbpedia.org/ontology/Species"
"949","0","http://dbpedia.org/ontology/Person"
"949","1","http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/Newspaper http://dbpedia.org/ontology/PeriodicalLiterature http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/WrittenWork"
"949","2","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Village http://dbpedia.org/ontology/City"
"953","0","http://dbpedia.org/ontology/Person"
"953","1","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Village"
"953","2","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/City"
"944","0","http://dbpedia.org/ontology/Animal http://dbpedia.org/ontology/Eukaryote http://dbpedia.org/ontology/Species http://dbpedia.org/ontology/Insect"
"944","1","http://dbpedia.org/ontology/Animal http://dbpedia.org/ontology/Eukaryote http://dbpedia.org/ontology/Insect http://dbpedia.org/ontology/Species"
"944","2","http://dbpedia.org/ontology/Animal http://dbpedia.org/ontology/Eukaryote http://dbpedia.org/ontology/Species http://dbpedia.org/ontology/Insect"
"95","0","http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/Organisation"
"95","1","http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/Organisation"
"810","0","http://dbpedia.org/ontology/CelestialBody http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/Planet"
"961","0","http://dbpedia.org/ontology/BodyOfWater http://dbpedia.org/ontology/Lake http://dbpedia.org/ontology/NaturalPlace http://dbpedia.org/ontology/Place"
"961","1","http://dbpedia.org/ontology/BodyOfWater http://dbpedia.org/ontology/NaturalPlace http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/River http://dbpedia.org/ontology/Stream"
"961","2","http://dbpedia.org/ontology/BodyOfWater http://dbpedia.org/ontology/NaturalPlace http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/River http://dbpedia.org/ontology/Stream"
"961","3","http://dbpedia.org/ontology/Settlement"
"962","0","http://dbpedia.org/ontology/BodyOfWater http://dbpedia.org/ontology/Lake http://dbpedia.org/ontology/NaturalPlace http://dbpedia.org/ontology/Place"
"96","0","http://dbpedia.org/ontology/ConcentrationCamp http://dbpedia.org/ontology/Place"
"910","0","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Building"
"955","0","http://dbpedia.org/ontology/Person"
"955","1","http://dbpedia.org/ontology/Person"
"955","2","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"947","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete"
"947","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"947","2","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"97th_Wisconsin_Legislature#0","0","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/PoliticalParty http://dbpedia.org/ontology/Magazine http://dbpedia.org/ontology/PeriodicalLiterature http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/WrittenWork"
"946","0","http://dbpedia.org/ontology/Person"
"946","1","http://dbpedia.org/ontology/Band"
"946","2","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"90","0","http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/Organisation"
"964","0","http://dbpedia.org/ontology/Language"
"964","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Country"
"960","0","http://dbpedia.org/ontology/BodyOfWater http://dbpedia.org/ontology/Lake http://dbpedia.org/ontology/NaturalPlace http://dbpedia.org/ontology/Place"
"960","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"952","0","http://dbpedia.org/ontology/Person"
"952","1","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"952","2","http://dbpedia.org/ontology/EducationalInstitution http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/University"
"712","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete"
"712","1","http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place"
"712","2","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"712","3","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Settlement"
"967","0","http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/LawFirm http://dbpedia.org/ontology/Organisation"
"967","1","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"965","0","http://dbpedia.org/ontology/Language"
"965","1","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"875","0","http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Building http://dbpedia.org/ontology/Place"
"875","1","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/GovernmentAgency"
"975","0","http://dbpedia.org/ontology/AdministrativeRegion http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"97","0","http://dbpedia.org/ontology/Person"
"97","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Settlement"
"97","2","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/AdministrativeRegion http://dbpedia.org/ontology/Region"
"97","3","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"885","0","http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Building http://dbpedia.org/ontology/Place"
"885","1","http://dbpedia.org/ontology/GovernmentAgency http://dbpedia.org/ontology/Organisation"
"912","0","http://dbpedia.org/ontology/Building http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/ArchitecturalStructure"
"971","0","http://dbpedia.org/ontology/Library http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Building"
"916","0","http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Building http://dbpedia.org/ontology/Place"
"916","1","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/GovernmentAgency"
"916","2","http://dbpedia.org/ontology/Person"
"968","0","http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/LawFirm http://dbpedia.org/ontology/Organisation"
"968","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Village http://dbpedia.org/ontology/City"
"977","0","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/City"
"863","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete"
"863","1","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/City"
"863","2","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"86","0","http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/Organisation"
"915","0","http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Building http://dbpedia.org/ontology/Place"
"915","1","http://dbpedia.org/ontology/GovernmentAgency http://dbpedia.org/ontology/Organisation"
"915","2","http://dbpedia.org/ontology/Person"
"966","0","http://dbpedia.org/ontology/Language"
"966","1","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"926","0","http://dbpedia.org/ontology/Person"
"926","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/City"
"930","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/IceHockeyPlayer"
"930","1","http://dbpedia.org/ontology/HockeyTeam http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SportsTeam"
"930","2","http://dbpedia.org/ontology/IceHockeyLeague http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SportsLeague"
"976","0","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/AdministrativeRegion"
"A%2B_(EP)#0","0","http://dbpedia.org/ontology/Single"
"948","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete"
"948","1","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"948","2","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"978","0","http://dbpedia.org/ontology/BodyOfWater http://dbpedia.org/ontology/Lake http://dbpedia.org/ontology/NaturalPlace http://dbpedia.org/ontology/Place"
"978","1","http://dbpedia.org/ontology/Settlement"
"978","2","http://dbpedia.org/ontology/Settlement"
"861","0","http://dbpedia.org/ontology/Person"
"861","1","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"861","2","http://dbpedia.org/ontology/MilitaryUnit http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"988","0","http://dbpedia.org/ontology/AnatomicalStructure http://dbpedia.org/ontology/Lymph"
"988","1","http://dbpedia.org/ontology/AnatomicalStructure http://dbpedia.org/ontology/Lymph"
"942","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete"
"942","1","http://dbpedia.org/ontology/HockeyTeam http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SportsTeam"
"942","2","http://dbpedia.org/ontology/HockeyTeam http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SportsTeam"
"942","3","http://dbpedia.org/ontology/HockeyTeam http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SportsTeam"
"970","0","http://dbpedia.org/ontology/Legislature http://dbpedia.org/ontology/Organisation"
"970","1","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/PoliticalParty"
"970","2","http://dbpedia.org/ontology/AnatomicalStructure http://dbpedia.org/ontology/Legislature http://dbpedia.org/ontology/Organisation"
"972","0","http://dbpedia.org/ontology/HistoricPlace http://dbpedia.org/ontology/Library http://dbpedia.org/ontology/Place"
"9th_Army_(German_Empire)#1","1","http://dbpedia.org/ontology/Person"
"9th_Army_(German_Empire)#1","2","http://dbpedia.org/ontology/MilitaryUnit http://dbpedia.org/ontology/Organisation"
"9th_Army_(German_Empire)#1","3","http://dbpedia.org/ontology/MilitaryUnit http://dbpedia.org/ontology/Organisation"
"992","0","http://dbpedia.org/ontology/Magazine http://dbpedia.org/ontology/PeriodicalLiterature http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/WrittenWork"
"992","1","http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/Organisation"
"956","0","http://dbpedia.org/ontology/Person"
"956","1","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/HockeyTeam http://dbpedia.org/ontology/SportsTeam"
"956","2","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/PoliticalParty http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"956","3","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"A.S._Roma#3","0","http://dbpedia.org/ontology/Person"
"A1_Grand_Prix#1","0","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"A-League#3","2","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SoccerClub http://dbpedia.org/ontology/SportsTeam"
"A-League#3","1","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SoccerClub http://dbpedia.org/ontology/SportsTeam"
"91","0","http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/Organisation"
"985","0","http://dbpedia.org/ontology/MeanOfTransportation http://dbpedia.org/ontology/Ship"
"891","0","http://dbpedia.org/ontology/Building http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/HistoricBuilding"
"891","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"891","2","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"891","3","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"998","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Mayor http://dbpedia.org/ontology/Politician"
"998","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Settlement"
"998","2","http://dbpedia.org/ontology/EducationalInstitution http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/University"
"998","3","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"987","0","http://dbpedia.org/ontology/AnatomicalStructure http://dbpedia.org/ontology/Lymph"
"987","1","http://dbpedia.org/ontology/AnatomicalStructure http://dbpedia.org/ontology/Lymph"
"AAA_Insurance_200_(LOR)#1","1","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/MotorsportRacer http://dbpedia.org/ontology/NascarDriver http://dbpedia.org/ontology/RacingDriver"
"AFC_Asian_Cup_records_and_statistics#9","1","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/SoccerPlayer http://dbpedia.org/ontology/Athlete"
"AACTA_Award_for_Best_Lead_Actress_in_a_Television_Drama#4","1","http://dbpedia.org/ontology/Person"
"903","0","http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Building http://dbpedia.org/ontology/Place"
"AAA_When_Worlds_Collide#1","2","http://dbpedia.org/ontology/Software http://dbpedia.org/ontology/VideoGame http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/WrestlingEvent http://dbpedia.org/ontology/Dam"
"934","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/IceHockeyPlayer http://dbpedia.org/ontology/WinterSportPlayer"
"934","1","http://dbpedia.org/ontology/HockeyTeam http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SportsTeam"
"934","2","http://dbpedia.org/ontology/IceHockeyLeague http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SportsLeague"
"AFC_Champions_League#6","1","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SoccerClub http://dbpedia.org/ontology/SportsTeam"
"98","0","http://dbpedia.org/ontology/Person"
"98","1","http://dbpedia.org/ontology/EducationalInstitution http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/University"
"98","2","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"822","0","http://dbpedia.org/ontology/CelestialBody http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/Planet"
"ADT_Championship#0","2","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/GolfPlayer"
"AFC_Wimbledon#5","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/SoccerPlayer"
"AMBI_Group#0","1","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work"
"996","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/MartialArtist"
"996","1","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/City"
"996","2","http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Country"
"957","0","http://dbpedia.org/ontology/BodyOfWater http://dbpedia.org/ontology/Lake http://dbpedia.org/ontology/NaturalPlace http://dbpedia.org/ontology/Place"
"957","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"ABC_Weekend_Special#9","1","http://dbpedia.org/ontology/Work"
"820","0","http://dbpedia.org/ontology/CelestialBody http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/Planet"
"872","0","http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Building http://dbpedia.org/ontology/Place"
"872","1","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Organisation"
"872","2","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Settlement"
"939","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/IceHockeyPlayer"
"939","1","http://dbpedia.org/ontology/HockeyTeam http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SportsTeam"
"939","2","http://dbpedia.org/ontology/HockeyTeam http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SportsTeam"
"939","3","http://dbpedia.org/ontology/HockeyTeam http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SportsTeam"
"AMA_Formula_Xtreme#0","1","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/MotorcycleRider http://dbpedia.org/ontology/MotorsportRacer"
"AFL_Japan#0","1","http://dbpedia.org/ontology/AustralianFootballTeam http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SportsTeam"
"941","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete"
"941","1","http://dbpedia.org/ontology/HockeyTeam http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SportsTeam"
"941","2","http://dbpedia.org/ontology/HockeyTeam http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SportsTeam"
"941","3","http://dbpedia.org/ontology/HockeyTeam http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SportsTeam"
"860","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Artist http://dbpedia.org/ontology/ClassicalMusicArtist http://dbpedia.org/ontology/MusicalArtist"
"999","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Mayor"
"999","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Settlement"
"999","2","http://dbpedia.org/ontology/EducationalInstitution http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/University"
"999","3","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/City"
"874","0","http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Building http://dbpedia.org/ontology/Place"
"874","1","http://dbpedia.org/ontology/GovernmentAgency http://dbpedia.org/ontology/Organisation"
"A_Year_Without_Rain#3","0","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"908","0","http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Building http://dbpedia.org/ontology/Place"
"AFC_Champions_League#5","1","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/SoccerPlayer http://dbpedia.org/ontology/Athlete"
"932","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/IceHockeyPlayer"
"932","1","http://dbpedia.org/ontology/HockeyTeam http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SportsTeam"
"932","2","http://dbpedia.org/ontology/IceHockeyLeague http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SportsLeague"
"ATP_Salzburg_Indoors#0","1","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/TennisPlayer"
"A_Song_of_Ice_and_Fire#0","1","http://dbpedia.org/ontology/Book http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/WrittenWork"
"ARIA_Music_Awards_of_2012#0","0","http://dbpedia.org/ontology/Award"
"995","0","http://dbpedia.org/ontology/Comic http://dbpedia.org/ontology/Manga http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/WrittenWork http://dbpedia.org/ontology/TelevisionShow"
"995","1","http://dbpedia.org/ontology/Person"
"995","2","http://dbpedia.org/ontology/Person"
"995","3","http://dbpedia.org/ontology/Magazine http://dbpedia.org/ontology/PeriodicalLiterature http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/WrittenWork"
"Aberdylais_Halt_railway_station#0","0","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"Aanchal_Munjal#0","1","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work"
"A_Lighter_Shade_of_Brown#0","1","http://dbpedia.org/ontology/Album http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Work"
"826","0","http://dbpedia.org/ontology/CelestialBody http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/Planet"
"Abdulwahab_Al-Hamwi#0","0","http://dbpedia.org/ontology/BasketballLeague http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SportsLeague"
"99","0","http://dbpedia.org/ontology/Person"
"99","1","http://dbpedia.org/ontology/EducationalInstitution http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/University"
"99","2","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"AMF_Futsal_World_Cup#1","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Country"
"AMF_Futsal_World_Cup#1","7","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/MusicalArtist http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"Abdulla_Saleh#0","3","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"A_roads_in_Zone_8_of_the_Great_Britain_numbering_scheme#Triple-digit_roads#2","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"925","0","http://dbpedia.org/ontology/Person"
